n,topo_dir,kp_class,density,seed,n_nodes,n_arcs,topology,n_macroitems,algorithm_ms
10000,inforest,uncorr,sparse,3,10000,3023,inforest,8321,4.285000
10000,inforest,uncorr,sparse,4,10000,2955,inforest,8251,4.101000
10000,inforest,uncorr,sparse,5,10000,2953,inforest,8370,4.141000
10000,inforest,uncorr,sparse,6,10000,2995,inforest,8322,4.123000
10000,inforest,uncorr,sparse,7,10000,3037,inforest,8264,4.154000
10000,inforest,uncorr,sparse,8,10000,2938,inforest,8363,4.568000
10000,inforest,uncorr,sparse,9,10000,3055,inforest,8299,4.539000
10000,inforest,uncorr,sparse,10,10000,2954,inforest,8350,4.774000
10000,inforest,uncorr,tree,1,10000,9999,inforest,5066,6.244000
10000,inforest,uncorr,tree,2,10000,9999,inforest,5018,6.507000
10000,inforest,uncorr,tree,3,10000,9999,inforest,4996,6.041000
10000,inforest,uncorr,tree,4,10000,9999,inforest,5004,6.109000
10000,inforest,uncorr,tree,5,10000,9999,inforest,5089,6.083000
10000,inforest,uncorr,tree,6,10000,9999,inforest,5069,6.499000
10000,inforest,uncorr,tree,7,10000,9999,inforest,4999,6.093000
10000,inforest,uncorr,tree,8,10000,9999,inforest,5060,6.108000
10000,inforest,uncorr,tree,9,10000,9999,inforest,5038,6.233000
10000,inforest,uncorr,tree,10,10000,9999,inforest,5092,6.213000
10000,inforest,weakly_corr,dense,1,10000,8989,inforest,5281,5.782000
10000,inforest,weakly_corr,dense,2,10000,8981,inforest,5318,5.908000
10000,inforest,weakly_corr,dense,3,10000,8988,inforest,5274,6.743000
10000,inforest,weakly_corr,dense,4,10000,8954,inforest,5298,5.883000
10000,inforest,weakly_corr,dense,5,10000,8999,inforest,5197,5.807000
10000,inforest,weakly_corr,dense,6,10000,9022,inforest,5229,5.796000
10000,inforest,weakly_corr,dense,7,10000,8957,inforest,5321,5.794000
10000,inforest,weakly_corr,dense,8,10000,9069,inforest,5232,5.759000
10000,inforest,weakly_corr,dense,9,10000,9047,inforest,5239,5.731000
10000,inforest,weakly_corr,dense,10,10000,8987,inforest,5324,6.308000
10000,inforest,weakly_corr,medium,1,10000,6011,inforest,6579,4.833000
10000,inforest,weakly_corr,medium,2,10000,6136,inforest,6533,4.896000
10000,inforest,weakly_corr,medium,3,10000,5996,inforest,6502,4.851000
10000,inforest,weakly_corr,medium,4,10000,6042,inforest,6522,4.860000
10000,inforest,weakly_corr,medium,5,10000,5921,inforest,6574,6.518000
10000,inforest,weakly_corr,medium,6,10000,6034,inforest,6563,5.460000
10000,inforest,weakly_corr,medium,7,10000,6015,inforest,6595,5.421000
